danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity
0.748333333,0.902333333,0.777,118.4166667,-6.519,0,9.666666667,0.008051333,0.230233333,0.271,0.0891,0,221484.3333,49
0.67147619,0.582666667,0.535971429,102.348619,-6.994761905,0.476190476,6.428571429,0.186019524,9.80E-05,0.154719048,0.123728571,0.285714286,268471.8095,46.38095238
0.7855,0.413,0.6475,109.88,-9.127,1,3.5,0.3001,0.001945,0.355,0.0661,0.5,323166.5,59.5
0.784,0.518,0.491,89.591,-4.828,1,7,0.0684,1.55E-06,0.0646,0.0496,0,300160,49
0.4475,0.8125,0.8765,87.2375,-4.5945,1,4,0.006665,6.00E-05,0.21405,0.05375,0,154526.5,24
0.0811,0.658,0.251,62.825,-6.804,1,11,1.41E-05,0.903,0.111,0.051,0,523333,46
0.541333333,0.566333333,0.600666667,104.9206667,-10.43833333,1,7.333333333,0.313333333,0.266066667,0.1214,0.041233333,0,210048.3333,42
0.351,0.5915,0.48,124.013,-12.398,1,3.5,0.549,0.2517,0.0864,0.08465,0,186213,35
0.4618,0.2282,0.3517,104.3636,-10.4454,0.7,6.4,0.8332,0.000332801,0.21246,0.04121,0,191748,13.6
0.4745,0.839,0.3025,135.079,-5.2705,0.5,3.5,0.00618395,0.00765,0.22,0.06605,0,314166.5,53.5
0.54725,0.429525,0.705175,125.832425,-11.72185,0.8,5.3,0.617925,0.001653323,0.222985,0.0401225,0,155058.1,27.775
0.455222222,0.745111111,0.480333333,122.7455556,-7.290111111,1,5.222222222,0.249778889,0.003674944,0.181666667,0.036477778,0.222222222,247520,42.77777778
0.652666667,0.643666667,0.795,128.7593333,-11.95666667,0.666666667,8,0.125842333,0.076671437,0.118833333,0.064433333,0,214480,35
0.5545625,0.390597917,0.542891667,116.5684167,-11.5291875,0.770833333,4.833333333,0.643420833,9.98E-05,0.214408333,0.040175,0,198145.6875,34.45833333
0.361,0.461,0.118,113.489,-7.864,1,8,0.569,0.00214,0.115,0.0327,0,207853,23
0.5675,0.5235,0.374,116.364,-10.363,0.5,7,0.436,0,0.3985,0.03135,0,230180,31
0.63,0.493,0.531,124.063,-13.0515,0.5,1,0.2955,8.00E-06,0.2395,0.032,0,275253.5,34.5
0.817,0.799,0.71,116.333,-6.542,0,9,0.426,0,0.503,0.104,0,240507,32
0.678,0.285,0.203,120.175,-14.925,0.5,4,0.3135,0,0.0734,0.03135,0,256913.5,52.5
0.765333333,0.487,0.673,110.6996667,-7.607333333,0.333333333,2.666666667,0.179866667,6.07E-07,0.1037,0.228,0,210515.6667,37
0.808,0.4895,0.7885,131.842,-11.0235,0,6.5,0.0695,0.000294,0.07685,0.03255,0,244886.5,43
0.4785,0.913,0.622,145.2035,-3.7095,0.5,2.5,0.0832,0,0.2615,0.20135,0,210987,54.5
0.647315789,0.516526316,0.474315789,135.6554211,-7.509368421,0.368421053,4.368421053,0.207647368,0.002079193,0.164810526,0.054863158,0.052631579,271581.1579,51.52631579
0.4182,0.3576,0.4155,123.7671,-16.4131,0.5,3.9,0.300873,0.1005967,0.1919,0.05353,0,358602.8,29.5
0.23,0.94,0.21,77.78,-7.052,1,2,0.000126,0.161,0.358,0.0639,0,258760,35
0.62775,0.61075,0.5135,136.566,-9.3145,0.5,2.25,0.0809075,0.02707685,0.14985,0.04535,0,318560,36.5
0.615,0.581,0.459,129.915,-10.015,0,11,0.227,0,0.102,0.0304,0,320200,40
0.598,0.848,0.714,144.562,-6.934,1,9,0.0151,0.00545,0.0748,0.042,0,251293,39
0.546333333,0.959166667,0.768333333,158.9885,-3.8595,0.666666667,5.166666667,0.380846667,0.022295833,0.2484,0.101283333,0,157146.5,45.16666667
0.448541667,0.759125,0.527875,126.3343333,-9.95375,0.791666667,4.375,0.010143654,0.001476783,0.255541667,0.064195833,0.041666667,240550.75,40.41666667
0.327,0.868,0.411,147.803,-5.74,1,4,0.0012,0.116,0.0827,0.0733,0,260000,29
0.185,0.295,0.0906,179.867,-10.749,0,11,0.654,5.57E-05,0.152,0.0326,0,438027,42
0.604695652,0.493043478,0.771782609,119.2963043,-11.29704348,0.956521739,5.52173913,0.655347826,0.001100609,0.212082609,0.03306087,0,155994.1739,37.26086957
0.8005,0.3385,0.677,81.0435,-11.585,1,1.5,0.016765,0,0.10065,0.06185,0,236773,38.5
0.485666667,0.421333333,0.669222222,124.1935556,-12.28444444,0.777777778,4.888888889,0.722666667,4.77E-05,0.1984,0.032555556,0,155796.8889,25.11111111
0.458,0.44,0.821,130.086,-14.88,1,10,0.74,0.0014,0.729,0.0403,0,609107,7
0.482,0.389,0.701666667,139.8533333,-15.463,1,2.666666667,0.634666667,0.101122333,0.593666667,0.049833333,0,585720,7.333333333
0.783727273,0.897727273,0.868,124.6438182,-3.220636364,0.818181818,7.909090909,0.362327273,0.002090885,0.096245455,0.074581818,0,248809.6364,49.45454545
0.547,0.693,0.583,119.567,-8.786,1,0,9.24E-05,5.46E-05,0.113,0.0353,0,239227,65
0.135333333,0.134233333,0.048166667,86.14,-19.12533333,1,6.666666667,0.994666667,0.897,0.117,0.046533333,0,288000,37
0.68425,0.42635,0.428233333,120.0405833,-9.06775,0.583333333,4.583333333,0.4215,0.004707861,0.146541667,0.051841667,0,210669.0833,45.16666667
0.341166667,0.641,0.219266667,117.6618333,-13.40483333,0.666666667,4.833333333,0.00081626,0.466833333,0.171483333,0.041833333,0.166666667,313033.3333,36.5
0.478034483,0.346218966,0.437908621,120.9249138,-15.66531034,0.810344828,3.103448276,0.558937931,0.037099672,0.14185,0.030763793,0,266872.6379,30.60344828
0.66175,0.471875,0.725125,113.2645,-13.764125,0.625,6.625,0.437,8.05E-05,0.17645,0.0447125,0,247230,51.25
0.503666667,0.860666667,0.743666667,104.284,-5.367,1,6.666666667,0.014483333,0.052603333,0.183033333,0.031733333,0,213977.6667,40.66666667
0.5466,0.4214,0.54,112.8912,-14.152,0.6,6.2,0.1303,0.22756,0.20628,0.06122,0,520861.4,33.8
0.597875,0.886375,0.5355,122.8725,-4.90075,0.625,5.75,0.002141988,0.008120761,0.1615,0.075675,0.125,239593.25,46.875
0.673875,0.500833333,0.476666667,113.72,-8.239083333,0.25,5.708333333,0.261466667,7.55E-07,0.15345,0.066133333,0.083333333,276655.0417,43.29166667
0.696,0.639,0.9,138.783,-10.037,1,6,0.00029,0.533,0.103,0.0818,0,177400,46
0.573166667,0.397666667,0.6035,153.287,-10.92366667,1,4.833333333,0.716733333,0.705166667,0.107616667,0.064933333,0,188782.1667,29.33333333
0.551727273,0.395363636,0.465818182,112.7777273,-12.14527273,0.818181818,7.272727273,0.789,1.20E-06,0.214536364,0.244490909,0,218139.3636,3.363636364
0.594587302,0.581761905,0.602504762,123.0558571,-11.15095238,0.587301587,4.857142857,0.335987063,0.259147313,0.168433333,0.039953968,0,318946.7778,38.73015873
0.516833333,0.366833333,0.421333333,119.9006667,-9.752166667,0.666666667,6.833333333,0.855,0.157683333,0.1506,0.039883333,0,350742.3333,18.66666667
0.5458,0.9016,0.4635,126.9547,-4.0651,0.6,4.1,0.001463734,0.000687109,0.22435,0.07828,0,201112.7,52.7
0.58,0.93,0.534,97.917,-5.719,1,1,0.0128,0,0.102,0.12,0,144267,42
0.5455,0.625,0.423,111.404,-6.371,1,4,0.17645,0.000978,0.1725,0.03815,0,237053.5,38.5
0.442571429,0.152457143,0.288285714,127.9608571,-15.05142857,0.714285714,7.714285714,0.913285714,0.026801937,0.194385714,0.035328571,0,246272.2857,52.71428571
0.453565217,0.63526087,0.754434783,126.6732174,-9.346565217,0.782608696,3.913043478,0.48653913,0.080153343,0.25746087,0.047326087,0,267237.7391,25.08695652
0.573,0.564,0.702,90.79,-10.965,1,0,0.0348,0,0.0795,0.0432,0,184267,42
0.706666667,0.429,0.867666667,110.798,-12.76566667,1,5.666666667,0.25941,0.00174175,0.2173,0.038033333,0,180737.6667,44
0.3675,0.7035,0.6775,100.7785,-9.3095,0.5,1,0.03835,0.0002235,0.3035,0.03125,0,281267,35
0.619,0.37025,0.552,111.383,-19.065,0.75,6.75,0.0516025,0,0.12245,0.048475,0,283193.25,35.25
0.442,0.791,0.473066667,122.6138333,-9.229333333,0.333333333,6.333333333,0.081679833,0.151716667,0.108333333,0.051683333,0,268733.3333,37.33333333
0.586333333,0.389,0.550833333,139.3978333,-12.99516667,0.333333333,4.666666667,0.597166667,0.024180038,0.139633333,0.041283333,0,332821.8333,24.16666667
0.364555556,0.826444444,0.353533333,124.3757778,-7.654555556,0.444444444,5.555555556,0.116774733,0.288716667,0.162866667,0.0686,0.333333333,285696.3333,42
0.51924,0.298864,0.73992,120.10068,-17.05292,0.84,5.48,0.82324,0.125846923,0.185544,0.039852,0,185612.32,31.16
0.644,0.152,0.453,100.764,-15.145,0,4,0.902,0.0617,0.12,0.0342,0,259687,44
0.692333333,0.578,0.725333333,86.79366667,-9.066333333,1,6.666666667,0.417066667,0.012123333,0.153666667,0.091933333,0,232266.6667,38
0.65,0.412,0.589,76.741,-10.221,1,0,0.471,2.22E-05,0.107,0.038,0,328800,18
0.348,0.837,0.0712,104.981,-8.388,0,10,2.92E-05,0.746,0.103,0.0436,1,448493,33
0.7775,0.705,0.7375,122.7625,-6.979,1,7.5,0.15435,0.007,0.0896,0.0561,0,293420,47.5
0.7365,0.832,0.7365,125.0595,-5.887,0.5,1.5,0.3305,0,0.355,0.405,1,71400,48
0.596,0.557,0.738,79.725,-8.433,0,0,0.0167,1.59E-05,0.249,0.152,0,209293,28
0.498,0.555,0.888,184.891,-11.577,1,4,0.54,0,0.26,0.0468,0,139093,42
0.712208333,0.733979167,0.912270833,101.7378125,-7.3566875,0.6875,5.25,0.412075,0.000165639,0.172366667,0.042608333,0,291513.6875,41.3125
0.531787879,0.463181818,0.407727273,124.2947576,-10.57209091,0.515151515,3.878787879,0.466732424,0.014615497,0.163,0.049018182,0,269930.4242,47.51515152
0.621166667,0.594833333,0.4715,131.582,-7.811833333,0.666666667,4.333333333,0.273483333,1.54E-05,0.234,0.117116667,0.166666667,255420.6667,46.33333333
0.639,0.496,0.467,140.394,-6.844,0,1,0.713,0.254,0.0545,0.0375,0,445533,41
0.661,0.608,0.962,87.174,-9.516,0,10,0.378,0.163,0.0823,0.0291,0,292133,35
0.517625,0.727625,0.465208333,113.4472083,-6.027416667,0.666666667,4.416666667,0.21561875,0.000707471,0.234854167,0.176091667,0.875,175636.125,45.79166667
0.527142857,0.574642857,0.704,118.9196429,-11.24864286,0.642857143,5.214285714,0.430714286,0.018091936,0.193957143,0.053114286,0,298306.5,32.28571429
0.49375,0.2155,0.26655,122.6745,-15.6105,0.875,4.25,0.965875,0.764125,0.1155625,0.0369875,0,167143,6.125
0.542,0.925,0.419,143.156,-5.357,1,9,0.0137,0,0.49,0.0871,0,124960,35
0.2849,0.24746,0.22265,97.8618,-16.712,0.5,5.4,0.9006,0.6601,0.16494,0.03891,0,309142.5,0.3
0.480747368,0.667557895,0.648175789,126.5745158,-9.803831579,0.947368421,5.705263158,0.215833309,0.035873131,0.348252632,0.048232632,0,318858.2,40.6
0.562,0.61,0.74975,129.434,-10.833,1,7.5,0.44275,0.0287965,0.13655,0.045575,0,264206.75,40.25
0.5023,0.77855,0.3951,121.2993,-7.34375,0.3,6.1,0.090504945,0.001313865,0.25179,0.050545,0,255742,41.15
0.535,0.36,0.63275,141.8295,-10.865875,0.875,5.625,0.4561875,0.00306423,0.2297,0.0385875,0,159522.75,26.375
0.542,0.16,0.198,126.921,-21.672,0,7,0.946,0.928,0.263,0.0365,0,247818,52
0.671,0.681,0.866,121.749,-7.726,1,3,0.612,0,0.27,0.0482,0,145107,18
0.743,0.51,0.958,114.919,-10.894,1,10,0.907,0.878,0.248,0.0398,0,153533,0
0.575,0.155,0.766,149.513,-15.211,1,10,0.89,0.309,0.163,0.0512,0,195760,2
0.682,0.4265,0.577,93.0265,-12.066,1,8,0.6345,0.05150263,0.124,0.1385,0,213480,53
0.622,0.445,0.197,111.125,-7.644,1,9,0.0246,0.00677,0.0871,0.0273,0,254693,51
0.6693125,0.465003125,0.471953125,103.2167656,-9.88409375,0.390625,6.03125,0.206984219,0.074258483,0.272323438,0.151582813,0.125,300777.6094,46.5
0.738,0.382,0.636,83.126,-11.799,1,1,0.0417,0.0267,0.116,0.0765,0,225800,50
0.552,0.33090625,0.49870625,121.301,-13.724875,0.9375,3.6875,0.5191375,0.07051707,0.1354,0.041875,0,210110,28
0.528387097,0.904021505,0.555311828,137.7927204,-3.877752688,0.580645161,5.569892473,0.0216048,0.00472595,0.282713978,0.073690323,0.021505376,210088.3763,53.68817204
0.474,0.853,0.559,170.076,-3.775,1,8,0.000172,0.00121,0.109,0.12,0,241600,47
0.558,0.9375,0.8325,149.9665,-3.5515,1,0,0.03185,1.89E-06,0.31,0.068,0,229853.5,51.5
0.508,0.907,0.587,104.997,-3.443,0,6,0.0423,6.83E-05,0.221,0.0565,0,244720,57
0.557,0.777,0.449,144.968,-6.286,1,9,0.0756,4.29E-05,0.1,0.06355,1,281080,53
0.504,0.889,0.367,165.047,-4.533,1,2,0.0489,0,0.19,0.0737,0,205851,58
0.301,0.2179,0.078266667,78.36566667,-19.05333333,0.333333333,7,0.903,0.918,0.122533333,0.037,0,367244.3333,30.33333333
0.464333333,0.229333333,0.2444,104.4816667,-16.519,0.666666667,7.666666667,0.878,0.135993333,0.173666667,0.031166667,0,297053.3333,43.33333333
0.665714286,0.822857143,0.518285714,126.8557143,-5.315857143,0.714285714,3.857142857,0.023397143,0.247330157,0.181414286,0.058842857,0.142857143,256203,59.57142857
0.546923077,0.595923077,0.765076923,134.0787692,-10.73423077,0.923076923,6.615384615,0.670456154,0.724461538,0.295592308,0.0356,0,165240.9231,26.53846154
0.5325,0.415,0.5575,90.656,-11.5105,0.75,8,0.80275,0.10275,0.1257,0.0649,0,226922.75,42.5
0.671142857,0.742357143,0.916071429,143.0312143,-7.398928571,0.571428571,4.5,0.470857143,0.001343556,0.125278571,0.040028571,0,292273.3571,50
0.5601875,0.32675,0.61025,107.5505625,-11.13525,0.9375,3.8125,0.8845625,3.94E-05,0.1633375,0.08,0,178865.8125,13
0.546,0.454,0.796,135.913,-9.62,1,1,0.766,7.46E-06,0.534,0.155,0,281427,4
0.343,0.657,0.46,76.05,-10.117,1,5,0.619,0.000165,0.422,0.284,0,518773,6
0.711,0.761,0.526,160.738,-7.267,1,6,0.598,0.127,0.134,0.233,0,199343,52
0.772,0.755,0.89,133.136,-7.375,0,11,0.256,0.0087,0.0963,0.132,0,386213,48
0.746,0.582,0.914,113.058,-6.283,1,9,0.12,2.44E-05,0.0831,0.0394,0,284387,56
0.8205,0.7115,0.9055,110.4905,-6.6435,1,1,0.10255,0,0.08,0.2845,0,236573.5,48.5
0.722,0.565,0.685,118.804,-5.601,1,1,0.128,0,0.056,0.375,0,231400,44
0.3185,0.805,0.4915,139.7285,-7.468,1,7,0.189,0.1300213,0.264,0.10335,0,221060,39
0.652666667,0.63,0.621666667,121.1236667,-7.519666667,0.333333333,8,0.337233333,0.0137498,0.169666667,0.041133333,0,281698,46.33333333
0.511491228,0.350701754,0.362263158,119.7480877,-13.31933333,0.719298246,4.315789474,0.418869474,0.10484212,0.144670175,0.035347368,0.070175439,197222.6316,39.80701754
0.578,0.967,0.736,111.735,-6.02,1,0,0.00111,0.000569,0.34,0.0604,0,241307,52
0.437,0.19,0.381,84.456,-8.793,1,1,0.978,0.887,0.0936,0.0415,0,147098,0
0.511333333,0.781833333,0.683833333,113.9601667,-6.602166667,0.666666667,5.166666667,0.0168655,0.000269485,0.2415,0.045016667,0,226713.3333,56.66666667
0.598296296,0.682148148,0.808814815,117.8821481,-8.002888889,0.592592593,4.333333333,0.629851852,0.147534614,0.130344444,0.051974074,0,310089.963,24.88888889
0.621166667,0.128483333,0.483333333,110.6624167,-16.38466667,0.5,5.083333333,0.947083333,0.075297776,0.190608333,0.092483333,0,182056.75,0
0.5255,0.2345,0.563,119.8925,-11.4485,1,7.5,0.882,8.70E-07,0.09735,0.03055,0,170827,32
0.324,0.39,0.437633333,152.1153333,-12.90733333,0.666666667,4,0.836666667,0.0078671,0.118333333,0.037166667,0,173706.6667,18
0.508,0.027,0.217,112.584,-23.372,1,8,0.924,0.819,0.134,0.0391,0,286533,34
0.6795,0.434,0.7545,115.1795,-16.7905,1,3,0.8465,0.00023125,0.1955,0.302,0,113100,23
0.422,0.878,0.496,84.044,-4.863,1,5,0.00935,0.332,0.201,0.0442,0,143360,54
0.576076923,0.550923077,0.530692308,115.6553077,-11.10169231,0.615384615,3.769230769,0.373838462,0.001471061,0.276715385,0.038653846,0,231129.3077,33.69230769
0.5232,0.656,0.433,100.1232,-7.4216,1,4.8,0.1966892,0.000231718,0.08714,0.03184,0,199429.2,58.2
0.791,0.43,0.716,89.519,-11.316,1,2,0.0312,0.000189,0.0476,0.068,0,265627,52
0.50625,0.73325,0.58275,114.58175,-8.78375,0.75,2.75,0.038105,0.000149195,0.092525,0.058175,0.5,260663.25,52.5
0.71,0.651538462,0.601307692,101.8087692,-5.502230769,0.384615385,6.538461538,0.174173846,0.004186252,0.182115385,0.092615385,0.615384615,222748.3077,57.38461538
0.559541667,0.300454167,0.428329167,119.62375,-14.87716667,0.875,5.125,0.481170833,0.00402017,0.140441667,0.067095833,0,235059.4167,35.75
0.649,0.175,0.401,104.113,-16.364,1,0,0.652,0.0012,0.139,0.0404,0,210040,27
0.43525,0.57525,0.40325,137.964,-5.999,1,9.5,0.435125,3.00E-06,0.12,0.030575,0,271013.25,56.75
0.575,0.403555556,0.583688889,123.2537111,-11.91037778,0.777777778,4.622222222,0.561726667,0.03293273,0.119531111,0.03456,0,206748.9778,41.26666667
0.406,0.3155,0.5065,133.672,-12.6985,1,0,0.935,0.1972295,0.5205,0.02795,0,341873.5,36
0.560875,0.539125,0.4125,123.401875,-8.91175,0.875,4.375,0.31923475,0.343675,0.256525,0.0558,0.25,169955,50
0.60655102,0.415632653,0.634734694,111.3397755,-14.10516327,0.571428571,4.326530612,0.467140965,0.056836814,0.168828571,0.077997959,0,160835.2857,31
0.457666667,0.316,0.615333333,126.894,-15.79366667,0.666666667,4.333333333,0.412333333,0.003579333,0.136666667,0.034666667,0,193285.3333,38.33333333
0.475,0.554636364,0.514218182,122.0532727,-9.108454545,0.909090909,5.181818182,0.474163636,0.108952272,0.142581818,0.033709091,0,152502.4545,55.81818182
0.703,0.157,0.567,92.608,-11.1,1,7,0.991,0.00452,0.0912,0.0437,0,101533,48
0.523625,0.730875,0.4146875,127.2075625,-10.0403125,0.875,3.625,0.017168706,0.023419083,0.15991875,0.03501875,0,257095.8125,42.25
0.3498,0.4195,0.46608,113.5609,-12.8934,0.7,7,0.7491,0.632565,0.15132,0.0789,0,235585.1,16.6
0.15,0.268,0.0802,62.881,-15.166,1,0,0.699,0.507,0.056,0.0368,0,279120,6
0.533,0.45325,0.504825,122.465125,-13.464875,0.5,6.25,0.3038875,0.50002875,0.111675,0.09385,0,319581.625,38.5
0.2445,0.779,0.354,106.979,-9.609,0.5,3.5,0.14085,0.577,0.1995,0.18165,0,520113,31.5
0.3445,0.896,0.773,146.7525,-11.36,1,5.5,0.2865,0.4041,0.1873,0.07355,0,327280,29.5
0.585333333,0.422649524,0.588704762,112.8946381,-11.03545714,0.952380952,5.257142857,0.604364762,0.007825608,0.181537143,0.046511429,0,178999.2,35.16190476
0.6665,0.559,0.7555,128.293,-6.584,1,5,0.426,5.01E-05,0.1515,0.0281,0,157233,42
0.616,0.799,0.891,154.386,-4.397,1,9,0.572,0,0.2,0.0573,0,138093,43
0.582,0.211,0.316,80.601,-15.67,1,11,0.713,0,0.141,0.0273,0,206307,45
0.445538462,0.223876923,0.402153846,131.8813077,-14.85715385,1,5.923076923,0.761923077,4.74E-05,0.168376923,0.033015385,0,211596.7692,39.15384615
0.55,0.453666667,0.767333333,202.806,-10.816,1,7.666666667,0.52,3.47E-07,0.067666667,0.034966667,0,244982,58.66666667
0.685,0.661,0.745,115.862,-11.741,1,7,0.241,0,0.0683,0.0528,0,214027,41
0.662,0.609,0.326,139.319,-10.865,1,11,0.181,3.09E-05,0.0728,0.0399,0,232721,39
0.781,0.53,0.817,110.157,-14.848,1,4,0.227,0,0.106,0.0685,0,206360,32
0.219,0.921,0.535,166.307,-5.663,1,7,1.37E-05,0.0515,0.123,0.0787,0,217133,45
0.575125,0.6126875,0.55635,113.3450625,-6.759,0.6875,5.9375,0.44468125,0.033526388,0.12463125,0.07440625,0,262539.4375,44.5625
0.364083333,0.63,0.195316667,110.7165833,-7.55125,0.666666667,6.75,0.0337889,0.152268825,0.241083333,0.0402,0,269967,53.58333333
0.399,0.612,0.0567,128.167,-7.814,0,4,0.00317,0.33,0.127,0.0358,0,356674,59
0.2735,0.7355,0.5,154.6865,-11.536,0.5,4.5,0.007255,0.6705,0.3415,0.03755,0,261047,40.5
0.59775,0.77875,0.69325,118.951,-8.63675,0.5,7.25,0.0124925,0.00733375,0.32475,0.0806,0,469593.25,31.5
0.45143662,0.365478873,0.438753521,118.5330329,-13.15088263,0.544600939,4.638497653,0.672182066,0.141200143,0.179512676,0.055158685,0,439355.5446,23.42723005
0.449125,0.1100625,0.22675,107.2805,-18.534125,0.75,5.875,0.960875,0.0891525,0.12595,0.0392,0,313036.625,30
0.5285,0.281,0.581,113.43575,-12.85375,0.75,4,0.42175,7.35E-07,0.2303,0.0402,0,438006.75,13
0.4752,0.3582,0.4242,98.4818,-10.6918,0.8,3.8,0.7922,0.160000682,0.165,0.03896,0,630080.2,16.2
0.520109589,0.923726027,0.500126027,131.6752329,-4.05830137,0.684931507,6.095890411,0.023238479,0.049278978,0.138216438,0.08220274,0.191780822,243604.6164,51.69863014
0.614230769,0.341538846,0.622230769,114.1669231,-16.50965385,0.884615385,4.346153846,0.485307692,0.133851028,0.144415385,0.058976923,0,242153.5,36.03846154
0.837142857,0.413142857,0.719571429,103.8271429,-12.29014286,0.714285714,2.571428571,0.192971429,0.005327043,0.112185714,0.190957143,0,247626.7143,40.57142857
0.401234043,0.925148936,0.460191489,139.2195745,-3.684680851,0.425531915,4.489361702,0.036162868,0.01262139,0.155644681,0.082785106,0.021276596,215771.8723,50.12765957
0.537,0.178,0.299,125.649,-12.223,0,0,0.94,8.83E-05,0.115,0.0464,0,292973,48
0.901,0.4085,0.7955,105.779,-9.5995,0.5,3,0.6595,0.0002355,0.1038,0.05265,0,113666.5,39
0.521,0.956,0.801,158.023,-5.44,1,1,0.0022,0.00683,0.0998,0.0367,0,295200,40
0.680333333,0.817,0.854,122.113,-10.59966667,0,7.666666667,4.31E-05,0.015866667,0.281333333,0.0484,0.333333333,170880,53.33333333
0.668826087,0.801347826,0.701086957,111.5807826,-7.303391304,0.391304348,6.956521739,0.144013043,0.230048626,0.188326087,0.079552174,0,309702.6087,51.04347826
0.799,0.69,0.896,129.297,-4.998,0,11,0.0119,2.87E-05,0.133,0.0749,0,224493,57
0.585571429,0.535857143,0.489285714,128.08,-8.325714286,1,5.857142857,0.19571,0.000532857,0.179314286,0.032771429,0,285190.5714,45.42857143
0.153,0.0391,0.0737,69.906,-32.652,1,3,0.983,0.928,0.0774,0.0362,0,410987,50
0.45725,0.70285,0.71135,129.32195,-5.87505,0.9,3.3,0.3855468,0.0930794,0.19161,0.04684,0,172699.5,18.2
0.465942857,0.505942857,0.521428571,124.1323714,-11.24045714,0.771428571,4.428571429,0.354182286,0.083182339,0.295145714,0.11684,0,275649.6,39.17142857
0.476666667,0.852111111,0.617333333,144.4574444,-10.41155556,0.888888889,4.444444444,0.05362,0.007998396,0.222455556,0.045411111,0.111111111,265711.1111,36.44444444
0.611,0.72375,0.45275,139.238,-6.661,1,7.5,0.32709325,0.421198,0.385825,0.040925,0,237021.5,56.25
0.221,0.9692,0.2596,134.3164,-3.9478,0.8,7,1.14E-05,0.26964,0.2606,0.1252,0,238818.6,44.8
0.864,0.725,0.9295,112.479,-8.1575,0,2.5,0.05035,0.01799,0.09165,0.0569,0,271720,48.5
0.573409091,0.523590909,0.513268182,115.5348636,-10.26886364,0.772727273,4.136363636,0.448454545,0.001163086,0.216136364,0.042931818,0,287515.8636,37.95454545
0.244566667,0.27,0.101766667,83.60666667,-17.925,0,7,0.967333333,0.728,0.142666667,0.047466667,0,474739.3333,28.66666667
0.69173913,0.686347826,0.724913043,115.3047826,-9.84473913,0.782608696,3.826086957,0.062063609,0.009238279,0.136686957,0.054186957,0.043478261,302945.5217,39.56521739
0.785428571,0.482285714,0.651857143,103.061,-9.396714286,0.285714286,8.285714286,0.102611571,0.000197871,0.156928571,0.080985714,0,210917.4286,35.71428571
0.743,0.383666667,0.675666667,78.278,-12.25466667,0.666666667,3.666666667,0.111533333,0.012422357,0.086833333,0.12,0,213657.6667,38
0.866,0.505,0.679,95.004,-7.432,1,0,0.322,0.0251,0.0977,0.0475,0,151907,30
0.607,0.734,0.569,147.941,-7.622,1,10,0.0906,0.812,0.0925,0.0445,0,288307,55
0.4845,0.799833333,0.254333333,105.9905,-7.0885,0.833333333,4.5,0.000669,0.251070333,0.404,0.042516667,0,354855.5,49
0.3445,0.9695,0.17,119.575,-5.1275,1,8,9.26E-05,0.008765,0.674,0.2455,0,267953.5,43.5
0.332,0.426,0.439,116.7765,-11.472,1,8,0.17755,0,0.1365,0.03435,0,311366.5,40.5
0.164,0.594,0.198,82.122,-11.36,1,0,0.00228,0.398,0.136,0.0352,0,701960,41
0.559666667,0.506333333,0.601666667,82.316,-11.267,0.666666667,1.333333333,0.677,6.11E-06,0.283,0.040866667,0,170742.3333,26.66666667
0.714666667,0.407333333,0.215333333,129.6836667,-11.55066667,0,9.666666667,0.032133333,0.359333333,0.1658,0.072833333,0,483167,54
0.708,0.681,0.814,111.574,-11.226,1,1,0.0152,3.43E-05,0.0373,0.0422,0,247840,51
0.29,0.922,0.512,155.68,-6.058,1,8,0.0317,0.00696,0.0602,0.0926,0,168600,23
0.567785714,0.410107143,0.648892857,116.1006786,-13.16053571,0.678571429,4.535714286,0.736357143,0.472742682,0.153753571,0.058857143,0,239658.2857,34.71428571
0.490666667,0.393666667,0.454666667,128.217,-13.882,1,4.333333333,0.761666667,0.00169,0.183,0.0416,0,208902.3333,23.66666667
0.436,0.887,0.482,155.35,-8.038,1,4,0.0104,0.902,0.0457,0.0367,0,249853,31
0.65775,0.6195,0.66675,134.768,-10.345,1,5.75,0.20635,0.353007875,0.2428,0.0491,0,255390,40.75
0.434921053,0.363196053,0.411844737,111.4871053,-17.81807895,0.578947368,6.184210526,0.722868421,0.628235105,0.199357895,0.034165789,0,371475.0789,34.44736842
0.579333333,0.517666667,0.543333333,131.3653333,-12.16033333,0.666666667,4.666666667,0.217166667,0.005598,0.0949,0.038466667,0,270346.6667,42
0.607,0.526,0.6,133.617,-10.324,1,0,0.376,0,0.14,0.0377,0,249933,47
0.7158,0.5444,0.8002,117.9522,-12.573,0.6,5.4,0.2127,2.13E-06,0.12548,0.0556,0,235386.6,53.2
0.45872973,0.717964865,0.277089189,122.9121622,-5.286540541,0.675675676,5.648648649,0.078031546,0.075408049,0.174613514,0.062318919,0.405405405,257418.6757,45.13513514
0.671,0.362,0.972,126.168,-11.781,1,8,0.906,0.0419,0.314,0.0923,0,185563,7
0.763,0.445857143,0.808571429,107.458,-10.83957143,0.857142857,7,0.223728571,0.000780237,0.140914286,0.131185714,0,207310.4286,47.28571429
0.287,0.914,0.173,95.02,-6.056,1,3,0.0457,0.469,0.376,0.058,0,279267,37
0.727,0.11,0.291,130.042,-13.814,1,7,0.905,0.000102,0.104,0.0519,0,311373,49
0.499333333,0.315,0.456833333,118.714,-15.84166667,0.666666667,6.666666667,0.459833333,0.100522917,0.176166667,0.0316,0,265800,40.66666667
